model,model_id,pooling_strategy,language,category,category_text,emotion,condition,condition_emotion,emotion_strategy,emotion_terms,condition_emotion_terms,neutral_strategy,neutral_terms,candidate,candidate_category,rank,cosine_similarity,projection_on_emotion_direction,same_category,candidate_identical_to_category,candidate_contains_emotion,average_similarity_top_k,average_projection_top_k,category_retention_at_k,direction_norm,query_norm
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.6957323551177979,0.009674016386270523,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.6862311959266663,0.011631312780082226,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,3,0.6737833023071289,-0.07950320839881897,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,bread,food,4,0.6737358570098877,-0.02262633480131626,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.671183168888092,0.014344941824674606,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.6675746440887451,0.0012590510305017233,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,7,0.6673545241355896,0.05849234014749527,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,cheese,food,8,0.6648504137992859,-0.0014749523252248764,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,9,0.6576826572418213,-0.06385680288076401,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,10,0.6553701758384705,-0.0074513498693704605,True,False,False,0.6713498294353485,-0.007951098610647023,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.4939103126525879,0.009674016386270523,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,salad,food,2,0.4884904623031616,0.014344941824674606,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,3,0.48691365122795105,-0.06385680288076401,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,4,0.4861568808555603,-0.07950320839881897,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,street snack,food,5,0.4852396249771118,0.0012590510305017233,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,6,0.485234797000885,0.011631312780082226,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,bread,food,7,0.4828127920627594,-0.02262633480131626,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.48038753867149353,-0.0074513498693704605,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,cheese,food,9,0.47867077589035034,-0.0014749523252248764,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,single_word,sadness,sadness,neutral_centroid,neutral; ordinary; plain; average,fresh fruit,food,10,0.47072091698646545,-0.0269288569688797,True,False,False,0.48385377526283263,-0.01649321832228452,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,1,0.5987461805343628,0.05849234014749527,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.5133934020996094,0.011631312780082226,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,3,0.5119636058807373,-0.0074513498693704605,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,garbage,food,4,0.5007111430168152,0.010031142272055149,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,5,0.49807971715927124,0.009674016386270523,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,dirty plate,food,6,0.49141210317611694,0.021506857126951218,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,7,0.4886346459388733,0.09033236652612686,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,spoiled milk,food,8,0.48773425817489624,0.02858719974756241,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,salad,food,9,0.4873194694519043,0.014344941824674606,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,single_word,sadness,disgust,neutral_centroid,neutral; ordinary; plain; average,cheese,food,10,0.4806818664073944,-0.0014749523252248764,True,False,False,0.5058676391839981,0.023567387461662294,1.0,0.8043258190155029,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.5269330143928528,0.05220865458250046,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,2,0.5122277736663818,0.06534969806671143,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,3,0.49703240394592285,0.019511597231030464,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,4,0.4928860068321228,0.09588487446308136,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.4746597707271576,0.004833049140870571,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.47066548466682434,0.003348895814269781,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,cheese,food,7,0.4610840380191803,-0.0075236158445477486,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,sweet dessert,food,8,0.460997998714447,0.030509725213050842,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,fresh fruit,food,9,0.4540823698043823,0.008879431523382664,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,bread,food,10,0.45062941312789917,-0.03400427848100662,True,False,False,0.4801198273897171,0.02389980317093432,1.0,0.8112186789512634,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.6957323551177979,0.05220865458250046,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.6862311959266663,0.019511597231030464,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,3,0.6737833023071289,-0.05542314052581787,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,bread,food,4,0.6737358570098877,-0.03400427848100662,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.671183168888092,0.004833049140870571,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.6675746440887451,0.003348895814269781,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,7,0.6673545241355896,0.06534969806671143,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,cheese,food,8,0.6648504137992859,-0.0075236158445477486,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,9,0.6576826572418213,-0.04899042844772339,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,10,0.6553701758384705,-0.019948510453104973,True,False,False,0.6713498294353485,-0.0020638078916817904,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.4939103126525879,0.05220865458250046,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,salad,food,2,0.4884904623031616,0.004833049140870571,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,3,0.48691365122795105,-0.04899042844772339,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,4,0.4861568808555603,-0.05542314052581787,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,street snack,food,5,0.4852396249771118,0.003348895814269781,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,6,0.485234797000885,0.019511597231030464,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,bread,food,7,0.4828127920627594,-0.03400427848100662,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.48038753867149353,-0.019948510453104973,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,cheese,food,9,0.47867077589035034,-0.0075236158445477486,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,feeling_phrase,feeling sad,feeling sad,neutral_centroid,neutral; ordinary; plain; average,fresh fruit,food,10,0.47072091698646545,0.008879431523382664,True,False,False,0.48385377526283263,-0.007710834546014666,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,1,0.5901162028312683,0.06534969806671143,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.5089597702026367,0.019511597231030464,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,spoiled milk,food,3,0.49862104654312134,0.005372047424316406,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,4,0.48988988995552063,0.05220865458250046,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,greasy leftovers,food,5,0.4877443313598633,0.0103609012439847,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,dirty plate,food,6,0.48302704095840454,0.009009319357573986,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,salad,food,7,0.4789109230041504,0.004833049140870571,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.47709354758262634,-0.019948510453104973,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,9,0.46857762336730957,0.09588487446308136,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,feeling_phrase,feeling sad,feeling disgusted,neutral_centroid,neutral; ordinary; plain; average,garbage,food,10,0.46373599767684937,-0.006116275675594807,True,False,False,0.49466763734817504,0.02364653553813696,1.0,0.8360442519187927,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,1,0.5767455101013184,0.0767797902226448,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,2,0.5665859580039978,0.018430035561323166,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,3,0.5501599311828613,0.004017983563244343,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,4,0.5426554679870605,0.08779305219650269,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.5392143130302429,0.006994509603828192,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.5279067754745483,-0.007158005144447088,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,cheese,food,7,0.5220739841461182,-0.013213124126195908,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,bread,food,8,0.5199444890022278,-0.029682686552405357,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,mold,food,9,0.517181932926178,0.016566360369324684,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,spoiled milk,food,10,0.5090135335922241,0.04436669126152992,True,False,False,0.5371481895446777,0.020489460695534943,1.0,0.6929035782814026,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.6957323551177979,0.018430035561323166,True,False,False,0.6713498294353485,-0.010010734107345343,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.6862311959266663,0.004017983563244343,True,False,False,0.6713498294353485,-0.010010734107345343,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,3,0.6737833023071289,-0.06986996531486511,True,False,False,0.6713498294353485,-0.010010734107345343,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_words,sadness; sorrow; gloom,sadness; sorrow; gloom,neutral_centroid,neutral; ordinary; plain; average,bread,food,4,0.6737358570098877,-0.029682686552405357,True,False,False,0.6713498294353485,-0.010010734107345343,1.0,0.0,1.0
