model,language,category,emotion,emotion_strategy,neutral_strategy,bootstrap_iteration,sampled_emotion_terms,sampled_neutral_terms,direction_cosine_to_reference,top_k_jaccard_to_reference,average_similarity_top_k
gemini,en,food,sadness,single_word,neutral_centroid,23,sadness,ordinary; average; ordinary; average,0.9167860150337219,1.0,0.4940037250518799
gemini,en,food,sadness,single_word,neutral_centroid,24,sadness,plain; average; plain; plain,0.9137941598892212,1.0,0.48128185272216795
gemini,en,food,sadness,single_word,neutral_centroid,25,sadness,neutral; plain; neutral; ordinary,0.9545761942863464,1.0,0.4912619948387146
gemini,en,food,sadness,single_word,neutral_centroid,26,sadness,neutral; plain; average; ordinary,1.0,1.0,0.4855025827884674
gemini,en,food,sadness,single_word,neutral_centroid,27,sadness,plain; ordinary; plain; plain,0.8996462821960449,1.0,0.4870754897594452
gemini,en,food,sadness,single_word,neutral_centroid,28,sadness,average; plain; neutral; plain,0.9672380089759827,1.0,0.4809489756822586
gemini,en,food,sadness,single_word,neutral_centroid,29,sadness,neutral; neutral; neutral; plain,0.8849537968635559,0.8181818181818182,0.4952873408794403
gemini,en,food,sadness,single_word,neutral_centroid,30,sadness,plain; neutral; ordinary; average,1.0,1.0,0.48550258576869965
gemini,en,food,sadness,feeling_phrase,neutral_centroid,1,feeling sad,plain; neutral; plain; neutral,0.9217872023582458,1.0,0.4863316535949707
gemini,en,food,sadness,feeling_phrase,neutral_centroid,2,feeling sad,average; ordinary; neutral; ordinary,0.9678643345832825,1.0,0.4857052147388458
gemini,en,food,sadness,feeling_phrase,neutral_centroid,3,feeling sad,average; neutral; plain; neutral,0.9595221877098083,1.0,0.4821925699710846
gemini,en,food,sadness,feeling_phrase,neutral_centroid,4,feeling sad,neutral; ordinary; neutral; average,0.9640583395957947,1.0,0.4852409720420837
gemini,en,food,sadness,feeling_phrase,neutral_centroid,5,feeling sad,average; ordinary; average; neutral,0.9577288031578064,1.0,0.4818288028240204
gemini,en,food,sadness,feeling_phrase,neutral_centroid,6,feeling sad,ordinary; ordinary; average; ordinary,0.9036853909492493,1.0,0.4912116676568985
gemini,en,food,sadness,feeling_phrase,neutral_centroid,7,feeling sad,ordinary; ordinary; plain; average,0.95954430103302,1.0,0.4836780458688736
gemini,en,food,sadness,feeling_phrase,neutral_centroid,8,feeling sad,neutral; plain; neutral; neutral,0.8880608081817627,0.8181818181818182,0.49171282052993776
gemini,en,food,sadness,feeling_phrase,neutral_centroid,9,feeling sad,ordinary; ordinary; average; average,0.9219388961791992,1.0,0.4855158507823944
gemini,en,food,sadness,feeling_phrase,neutral_centroid,10,feeling sad,average; ordinary; ordinary; plain,0.95954430103302,1.0,0.4836780458688736
gemini,en,food,sadness,feeling_phrase,neutral_centroid,11,feeling sad,ordinary; ordinary; neutral; ordinary,0.9118204116821289,1.0,0.49408058822155
gemini,en,food,sadness,feeling_phrase,neutral_centroid,12,feeling sad,neutral; ordinary; average; average,0.9577288031578064,1.0,0.4818288147449493
gemini,en,food,sadness,feeling_phrase,neutral_centroid,13,feeling sad,plain; average; ordinary; plain,0.9639613628387451,0.8181818181818182,0.48002674579620364
gemini,en,food,sadness,feeling_phrase,neutral_centroid,14,feeling sad,ordinary; ordinary; ordinary; average,0.9036853909492493,1.0,0.4912116676568985
gemini,en,food,sadness,feeling_phrase,neutral_centroid,15,feeling sad,ordinary; average; average; plain,0.9562552571296692,1.0,0.479351869225502
gemini,en,food,sadness,feeling_phrase,neutral_centroid,16,feeling sad,plain; ordinary; neutral; average,0.9999998807907104,1.0,0.4801198601722717
gemini,en,food,sadness,feeling_phrase,neutral_centroid,17,feeling sad,average; plain; plain; ordinary,0.9639613628387451,0.8181818181818182,0.48002674579620364
gemini,en,food,sadness,feeling_phrase,neutral_centroid,18,feeling sad,average; neutral; plain; neutral,0.9595221877098083,1.0,0.4821925699710846
gemini,en,food,sadness,feeling_phrase,neutral_centroid,19,feeling sad,plain; neutral; ordinary; neutral,0.9563083052635193,1.0,0.48705729842185974
gemini,en,food,sadness,feeling_phrase,neutral_centroid,20,feeling sad,neutral; ordinary; ordinary; plain,0.9614641666412354,1.0,0.48742315769195554
gemini,en,food,sadness,feeling_phrase,neutral_centroid,21,feeling sad,average; plain; neutral; plain,0.9677584171295166,1.0,0.47894814908504485
gemini,en,food,sadness,feeling_phrase,neutral_centroid,22,feeling sad,ordinary; ordinary; neutral; plain,0.9614641666412354,1.0,0.48742315769195554
gemini,en,food,sadness,feeling_phrase,neutral_centroid,23,feeling sad,ordinary; average; ordinary; plain,0.95954430103302,1.0,0.4836780458688736
gemini,en,food,sadness,feeling_phrase,neutral_centroid,24,feeling sad,plain; neutral; ordinary; average,0.9999998807907104,1.0,0.4801198154687881
gemini,en,food,sadness,feeling_phrase,neutral_centroid,25,feeling sad,average; plain; neutral; average,0.961394727230072,1.0,0.4781525284051895
gemini,en,food,sadness,feeling_phrase,neutral_centroid,26,feeling sad,neutral; plain; ordinary; neutral,0.9563083052635193,1.0,0.48705729842185974
gemini,en,food,sadness,feeling_phrase,neutral_centroid,27,feeling sad,average; plain; plain; ordinary,0.9639613628387451,0.8181818181818182,0.48002674579620364
gemini,en,food,sadness,feeling_phrase,neutral_centroid,28,feeling sad,plain; plain; ordinary; average,0.9639613628387451,0.8181818181818182,0.4800267815589905
gemini,en,food,sadness,feeling_phrase,neutral_centroid,29,feeling sad,plain; neutral; neutral; neutral,0.8880608081817627,0.8181818181818182,0.49171282052993776
gemini,en,food,sadness,feeling_phrase,neutral_centroid,30,feeling sad,average; plain; ordinary; average,0.9562552571296692,1.0,0.479351869225502
gemini,en,food,sadness,centroid_words,neutral_centroid,1,gloom; gloom; sadness,plain; neutral; neutral; neutral,0.7852787375450134,0.6666666666666666,0.532014787197113
gemini,en,food,sadness,centroid_words,neutral_centroid,2,gloom; sorrow; gloom,neutral; neutral; neutral; neutral,0.7169555425643921,0.6666666666666666,0.5419053554534912
gemini,en,food,sadness,centroid_words,neutral_centroid,3,sorrow; gloom; sadness,average; neutral; plain; neutral,0.9459455609321594,0.8181818181818182,0.5367326021194458
gemini,en,food,sadness,centroid_words,neutral_centroid,4,sadness; gloom; gloom,plain; average; ordinary; plain,0.8797796368598938,0.6666666666666666,0.5200575470924378
gemini,en,food,sadness,centroid_words,neutral_centroid,5,sadness; sadness; sadness,average; ordinary; ordinary; average,0.7966402769088745,0.6666666666666666,0.4940037250518799
gemini,en,food,sadness,centroid_words,neutral_centroid,6,gloom; sadness; sorrow,plain; plain; plain; neutral,0.8760095238685608,1.0,0.5337431013584137
gemini,en,food,sadness,centroid_words,neutral_centroid,7,sorrow; sadness; sadness,average; ordinary; neutral; plain,0.9333932399749756,0.6666666666666666,0.509291535615921
gemini,en,food,sadness,centroid_words,neutral_centroid,8,gloom; sorrow; gloom,neutral; neutral; ordinary; neutral,0.7988357543945312,0.6666666666666666,0.5372732877731323
gemini,en,food,sadness,centroid_words,neutral_centroid,9,sadness; sadness; sadness,ordinary; plain; average; ordinary,0.8292103409767151,0.6666666666666666,0.4901154011487961
gemini,en,food,sadness,centroid_words,neutral_centroid,10,sadness; sorrow; sadness,ordinary; neutral; ordinary; neutral,0.866557240486145,0.8181818181818182,0.5217073738574982
gemini,en,food,sadness,centroid_words,neutral_centroid,11,sadness; sadness; gloom,plain; ordinary; neutral; ordinary,0.9008120894432068,0.8181818181818182,0.5291498899459839
gemini,en,food,sadness,centroid_words,neutral_centroid,12,sorrow; sadness; sorrow,plain; plain; neutral; ordinary,0.881441593170166,0.6666666666666666,0.5074213653802871
gemini,en,food,sadness,centroid_words,neutral_centroid,13,gloom; sadness; sadness,plain; neutral; plain; plain,0.8341140747070312,0.8181818181818182,0.5192698448896408
gemini,en,food,sadness,centroid_words,neutral_centroid,14,sadness; gloom; sorrow,ordinary; average; neutral; neutral,0.9509067535400391,1.0,0.5424030482769012
gemini,en,food,sadness,centroid_words,neutral_centroid,15,sorrow; sadness; sadness,average; plain; average; neutral,0.8922063708305359,0.6666666666666666,0.505736693739891
gemini,en,food,sadness,centroid_words,neutral_centroid,16,gloom; sadness; gloom,neutral; plain; plain; average,0.8827627301216125,0.8181818181818182,0.5191985070705414
gemini,en,food,sadness,centroid_words,neutral_centroid,17,sadness; sadness; gloom,average; ordinary; plain; plain,0.9059109687805176,0.8181818181818182,0.5187439858913422
gemini,en,food,sadness,centroid_words,neutral_centroid,18,sadness; sorrow; sadness,ordinary; ordinary; neutral; average,0.9007920622825623,0.6666666666666666,0.5168080568313599
gemini,en,food,sadness,centroid_words,neutral_centroid,19,gloom; sorrow; gloom,neutral; average; plain; ordinary,0.9225121736526489,0.8181818181818182,0.5245730757713318
gemini,en,food,sadness,centroid_words,neutral_centroid,20,sadness; sorrow; sorrow,plain; average; neutral; average,0.8893381953239441,0.6666666666666666,0.5038287967443467
gemini,en,food,sadness,centroid_words,neutral_centroid,21,sorrow; sadness; sorrow,ordinary; average; plain; average,0.8797021508216858,0.6666666666666666,0.5044956803321838
gemini,en,food,sadness,centroid_words,neutral_centroid,22,sorrow; sadness; sorrow,plain; average; ordinary; ordinary,0.8807262778282166,0.6666666666666666,0.508818969130516
gemini,en,food,sadness,centroid_words,neutral_centroid,23,gloom; sadness; sadness,average; plain; neutral; neutral,0.8947862386703491,0.8181818181818182,0.5214167803525924
gemini,en,food,sadness,centroid_words,neutral_centroid,24,sadness; gloom; gloom,ordinary; average; ordinary; ordinary,0.8027012944221497,0.8181818181818182,0.5318447291851044
gemini,en,food,sadness,centroid_words,neutral_centroid,25,sorrow; gloom; sadness,neutral; average; neutral; plain,0.9459455013275146,0.8181818181818182,0.5367326080799103
gemini,en,food,sadness,centroid_words,neutral_centroid,26,sadness; sadness; sorrow,average; ordinary; average; plain,0.8866284489631653,0.6666666666666666,0.5073512911796569
gemini,en,food,sadness,centroid_words,neutral_centroid,27,gloom; sorrow; sorrow,neutral; neutral; plain; ordinary,0.8957177996635437,1.0,0.527770072221756
gemini,en,food,sadness,centroid_words,neutral_centroid,28,sadness; sadness; sadness,average; ordinary; plain; plain,0.831251323223114,0.6666666666666666,0.48338097631931304
gemini,en,food,sadness,centroid_words,neutral_centroid,29,sorrow; sadness; gloom,neutral; average; ordinary; plain,1.0,1.0,0.5371481835842132
gemini,en,food,sadness,centroid_words,neutral_centroid,30,gloom; sorrow; sorrow,ordinary; neutral; ordinary; plain,0.8958210945129395,1.0,0.5273540198802948
gemini,en,food,sadness,centroid_phrases,neutral_centroid,1,feeling gloomy; feeling sorrowful; feeling sad,neutral; neutral; neutral; average,0.8785709142684937,0.6666666666666666,0.5267455011606217
gemini,en,food,sadness,centroid_phrases,neutral_centroid,2,feeling sorrowful; feeling gloomy; feeling sad,average; ordinary; ordinary; plain,0.9520211815834045,0.8181818181818182,0.519249650835991
gemini,en,food,sadness,centroid_phrases,neutral_centroid,3,feeling gloomy; feeling gloomy; feeling gloomy,neutral; ordinary; plain; plain,0.8195219039916992,0.6666666666666666,0.48720150589942934
gemini,en,food,sadness,centroid_phrases,neutral_centroid,4,feeling sorrowful; feeling sorrowful; feeling sad,ordinary; average; plain; plain,0.9119866490364075,0.8181818181818182,0.49442473948001864
gemini,en,food,sadness,centroid_phrases,neutral_centroid,5,feeling sorrowful; feeling gloomy; feeling sorrowful,neutral; neutral; average; neutral,0.8524213433265686,0.6666666666666666,0.5178983628749847
gemini,en,food,sadness,centroid_phrases,neutral_centroid,6,feeling sad; feeling gloomy; feeling gloomy,average; neutral; average; ordinary,0.9019431471824646,0.8181818181818182,0.506938436627388
gemini,en,food,sadness,centroid_phrases,neutral_centroid,7,feeling sorrowful; feeling gloomy; feeling sorrowful,plain; neutral; ordinary; plain,0.9105034470558167,1.0,0.5071437537670136
gemini,en,food,sadness,centroid_phrases,neutral_centroid,8,feeling gloomy; feeling sad; feeling gloomy,average; average; neutral; neutral,0.8665381669998169,0.5384615384615384,0.5101587861776352
gemini,en,food,sadness,centroid_phrases,neutral_centroid,9,feeling gloomy; feeling gloomy; feeling sad,neutral; plain; average; neutral,0.9036098718643188,0.6666666666666666,0.5080921113491058
gemini,en,food,sadness,centroid_phrases,neutral_centroid,10,feeling gloomy; feeling sorrowful; feeling sad,neutral; plain; plain; average,0.9623292684555054,0.8181818181818182,0.514062887430191
gemini,en,food,sadness,centroid_phrases,neutral_centroid,11,feeling sorrowful; feeling gloomy; feeling sad,neutral; average; neutral; neutral,0.8785709738731384,0.6666666666666666,0.5267454952001571
gemini,en,food,sadness,centroid_phrases,neutral_centroid,12,feeling gloomy; feeling gloomy; feeling gloomy,neutral; average; average; neutral,0.798869788646698,0.6666666666666666,0.4901679456233978
gemini,en,food,sadness,centroid_phrases,neutral_centroid,13,feeling sad; feeling sorrowful; feeling sad,neutral; neutral; ordinary; ordinary,0.8901324272155762,0.6666666666666666,0.5112157106399536
gemini,en,food,sadness,centroid_phrases,neutral_centroid,14,feeling sad; feeling gloomy; feeling gloomy,neutral; ordinary; ordinary; plain,0.9009696245193481,0.8181818181818182,0.5127752035856247
gemini,en,food,sadness,centroid_phrases,neutral_centroid,15,feeling gloomy; feeling sorrowful; feeling sad,plain; neutral; ordinary; ordinary,0.9543108940124512,0.8181818181818182,0.5238947212696076
gemini,en,food,sadness,centroid_phrases,neutral_centroid,16,feeling gloomy; feeling sad; feeling gloomy,ordinary; plain; average; neutral,0.9473727345466614,0.6666666666666666,0.5062925308942795
gemini,en,food,sadness,centroid_phrases,neutral_centroid,17,feeling gloomy; feeling gloomy; feeling sad,average; average; neutral; neutral,0.8665381669998169,0.5384615384615384,0.5101587861776352
gemini,en,food,sadness,centroid_phrases,neutral_centroid,18,feeling sad; feeling gloomy; feeling sorrowful,neutral; neutral; plain; neutral,0.8713024854660034,0.6666666666666666,0.5265812516212464
gemini,en,food,sadness,centroid_phrases,neutral_centroid,19,feeling sorrowful; feeling sorrowful; feeling sad,plain; average; ordinary; ordinary,0.9087675213813782,0.8181818181818182,0.4995791345834732
gemini,en,food,sadness,centroid_phrases,neutral_centroid,20,feeling gloomy; feeling sad; feeling gloomy,average; average; ordinary; ordinary,0.8623039722442627,0.6666666666666666,0.5103888601064682
gemini,en,food,sadness,centroid_phrases,neutral_centroid,21,feeling sorrowful; feeling sorrowful; feeling gloomy,average; plain; plain; average,0.8880361914634705,0.6666666666666666,0.4990254580974579
gemini,en,food,sadness,centroid_phrases,neutral_centroid,22,feeling sorrowful; feeling sorrowful; feeling sorrowful,plain; neutral; plain; neutral,0.8184224367141724,0.6666666666666666,0.48074972033500674
gemini,en,food,sadness,centroid_phrases,neutral_centroid,23,feeling gloomy; feeling sorrowful; feeling sorrowful,ordinary; neutral; neutral; neutral,0.854820728302002,0.8181818181818182,0.5218813002109528
gemini,en,food,sadness,centroid_phrases,neutral_centroid,24,feeling gloomy; feeling sad; feeling sorrowful,plain; plain; average; neutral,0.9623291492462158,0.8181818181818182,0.5140628546476365
gemini,en,food,sadness,centroid_phrases,neutral_centroid,25,feeling sad; feeling sorrowful; feeling sad,neutral; neutral; plain; neutral,0.8457329273223877,0.6666666666666666,0.5096469193696975
gemini,en,food,sadness,centroid_phrases,neutral_centroid,26,feeling gloomy; feeling gloomy; feeling gloomy,ordinary; average; plain; ordinary,0.824421763420105,0.6666666666666666,0.48706948161125185
gemini,en,food,sadness,centroid_phrases,neutral_centroid,27,feeling sad; feeling sorrowful; feeling gloomy,average; plain; average; ordinary,0.948435366153717,0.6666666666666666,0.5141698449850083
gemini,en,food,sadness,centroid_phrases,neutral_centroid,28,feeling gloomy; feeling gloomy; feeling gloomy,neutral; average; ordinary; plain,0.8632434010505676,0.5384615384615384,0.4839512974023819
gemini,en,food,sadness,centroid_phrases,neutral_centroid,29,feeling sorrowful; feeling sorrowful; feeling gloomy,ordinary; neutral; ordinary; neutral,0.8947395086288452,0.8181818181818182,0.5196274757385254
gemini,en,food,sadness,centroid_phrases,neutral_centroid,30,feeling sad; feeling sorrowful; feeling sorrowful,ordinary; plain; ordinary; plain,0.8733246922492981,0.8181818181818182,0.5018213659524917
gemini,en,food,disgust,single_word,neutral_centroid,1,disgust,ordinary; ordinary; average; ordinary,0.8992188572883606,0.8181818181818182,0.5166760802268981
gemini,en,food,disgust,single_word,neutral_centroid,2,disgust,plain; neutral; plain; neutral,0.9243994355201721,1.0,0.5086379170417785
gemini,en,food,disgust,single_word,neutral_centroid,3,disgust,plain; ordinary; plain; ordinary,0.9236807227134705,0.8181818181818182,0.5093666136264801
gemini,en,food,disgust,single_word,neutral_centroid,4,disgust,neutral; plain; ordinary; average,0.9999998807907104,1.0,0.5058676242828369
gemini,en,food,disgust,single_word,neutral_centroid,5,disgust,plain; average; plain; ordinary,0.9632277488708496,1.0,0.5031574338674545
gemini,en,food,disgust,single_word,neutral_centroid,6,disgust,average; plain; ordinary; neutral,1.0,1.0,0.5058676302433014
gemini,en,food,disgust,single_word,neutral_centroid,7,disgust,neutral; neutral; average; plain,0.9598718881607056,0.8181818181818182,0.5080416858196258
gemini,en,food,disgust,single_word,neutral_centroid,8,disgust,plain; average; neutral; ordinary,1.0,1.0,0.5058676242828369
gemini,en,food,disgust,single_word,neutral_centroid,9,disgust,neutral; plain; average; neutral,0.9598718881607056,0.8181818181818182,0.5080416828393937
gemini,en,food,disgust,single_word,neutral_centroid,10,disgust,average; ordinary; plain; ordinary,0.9581854343414307,1.0,0.5083013892173767
gemini,en,food,disgust,single_word,neutral_centroid,11,disgust,plain; neutral; average; ordinary,1.0,1.0,0.5058676242828369
gemini,en,food,disgust,single_word,neutral_centroid,12,disgust,plain; average; average; plain,0.9340687990188599,1.0,0.5021202713251114
gemini,en,food,disgust,single_word,neutral_centroid,13,disgust,neutral; plain; ordinary; average,0.9999998807907104,1.0,0.5058676242828369
gemini,en,food,disgust,single_word,neutral_centroid,14,disgust,neutral; neutral; plain; neutral,0.8920925259590149,0.8181818181818182,0.5156852424144744
gemini,en,food,disgust,single_word,neutral_centroid,15,disgust,average; ordinary; neutral; ordinary,0.9668260216712952,1.0,0.5125794738531113
gemini,en,food,disgust,single_word,neutral_centroid,16,disgust,plain; plain; plain; plain,0.8437435626983643,0.8181818181818182,0.5071457594633102
gemini,en,food,disgust,single_word,neutral_centroid,17,disgust,average; neutral; neutral; neutral,0.8960841298103333,0.8181818181818182,0.5171488046646118
gemini,en,food,disgust,single_word,neutral_centroid,18,disgust,neutral; neutral; neutral; plain,0.8920925259590149,0.8181818181818182,0.5156852453947067
gemini,en,food,disgust,single_word,neutral_centroid,19,disgust,neutral; plain; average; average,0.9601973295211792,1.0,0.5049955248832703
gemini,en,food,disgust,single_word,neutral_centroid,20,disgust,average; neutral; plain; neutral,0.9598718881607056,0.8181818181818182,0.5080416828393937
gemini,en,food,disgust,single_word,neutral_centroid,21,disgust,neutral; neutral; ordinary; average,0.9636708498001099,1.0,0.5126107543706894
gemini,en,food,disgust,single_word,neutral_centroid,22,disgust,average; plain; ordinary; ordinary,0.9581853747367859,1.0,0.5083013623952866
gemini,en,food,disgust,single_word,neutral_centroid,23,disgust,average; ordinary; plain; ordinary,0.9581854343414307,1.0,0.5083013892173767
gemini,en,food,disgust,single_word,neutral_centroid,24,disgust,average; neutral; ordinary; average,0.9557064175605774,1.0,0.5101486444473267
gemini,en,food,disgust,single_word,neutral_centroid,25,disgust,ordinary; average; average; average,0.875251293182373,1.0,0.5126549273729324
gemini,en,food,disgust,single_word,neutral_centroid,26,disgust,ordinary; ordinary; average; ordinary,0.8992188572883606,0.8181818181818182,0.5166760802268981
gemini,en,food,disgust,single_word,neutral_centroid,27,disgust,neutral; plain; average; average,0.9601973295211792,1.0,0.5049955248832703
gemini,en,food,disgust,single_word,neutral_centroid,28,disgust,plain; neutral; plain; ordinary,0.9581463932991028,1.0,0.5063722640275955
gemini,en,food,disgust,single_word,neutral_centroid,29,disgust,plain; ordinary; ordinary; average,0.9581854343414307,1.0,0.5083013623952866
gemini,en,food,disgust,single_word,neutral_centroid,30,disgust,ordinary; plain; neutral; ordinary,0.9612889289855957,1.0,0.510986652970314
gemini,en,food,disgust,feeling_phrase,neutral_centroid,1,feeling disgusted,ordinary; plain; plain; neutral,0.9608243703842163,1.0,0.49632146060466764
gemini,en,food,disgust,feeling_phrase,neutral_centroid,2,feeling disgusted,ordinary; ordinary; average; average,0.923884928226471,0.8181818181818182,0.500735628604889
gemini,en,food,disgust,feeling_phrase,neutral_centroid,3,feeling disgusted,ordinary; plain; average; average,0.9577047824859619,0.8181818181818182,0.4942756056785583
gemini,en,food,disgust,feeling_phrase,neutral_centroid,4,feeling disgusted,neutral; average; neutral; neutral,0.9013069868087769,0.8181818181818182,0.5100830495357513
gemini,en,food,disgust,feeling_phrase,neutral_centroid,5,feeling disgusted,plain; ordinary; ordinary; average,0.9615004062652588,0.8181818181818182,0.49608672559261324
gemini,en,food,disgust,feeling_phrase,neutral_centroid,6,feeling disgusted,average; ordinary; neutral; ordinary,0.9694427251815796,0.8181818181818182,0.4998189121484756
gemini,en,food,disgust,feeling_phrase,neutral_centroid,7,feeling disgusted,plain; neutral; neutral; ordinary,0.959744930267334,1.0,0.5016569703817367
gemini,en,food,disgust,feeling_phrase,neutral_centroid,8,feeling disgusted,plain; neutral; ordinary; average,0.9999999403953552,1.0,0.4946676343679428
gemini,en,food,disgust,feeling_phrase,neutral_centroid,9,feeling disgusted,ordinary; average; average; average,0.8846027255058289,0.8181818181818182,0.5026491224765778
gemini,en,food,disgust,feeling_phrase,neutral_centroid,10,feeling disgusted,average; neutral; average; plain,0.962908923625946,0.8181818181818182,0.49613986611366273
gemini,en,food,disgust,feeling_phrase,neutral_centroid,11,feeling disgusted,neutral; neutral; neutral; neutral,0.8329590559005737,0.6666666666666666,0.5203182637691498
gemini,en,food,disgust,feeling_phrase,neutral_centroid,12,feeling disgusted,neutral; plain; average; average,0.9629089832305908,0.8181818181818182,0.4961398810148239
gemini,en,food,disgust,feeling_phrase,neutral_centroid,13,feeling disgusted,average; neutral; plain; plain,0.9697872996330261,1.0,0.49403800070285797
gemini,en,food,disgust,feeling_phrase,neutral_centroid,14,feeling disgusted,average; plain; average; ordinary,0.9577047824859619,0.8181818181818182,0.4942755937576294
gemini,en,food,disgust,feeling_phrase,neutral_centroid,15,feeling disgusted,plain; ordinary; plain; ordinary,0.9291344285011292,0.8181818181818182,0.4969893336296082
gemini,en,food,disgust,feeling_phrase,neutral_centroid,16,feeling disgusted,average; plain; ordinary; plain,0.9659262299537659,0.8181818181818182,0.49194987416267394
gemini,en,food,disgust,feeling_phrase,neutral_centroid,17,feeling disgusted,average; plain; ordinary; plain,0.9659262299537659,0.8181818181818182,0.49194987416267394
gemini,en,food,disgust,feeling_phrase,neutral_centroid,18,feeling disgusted,ordinary; plain; neutral; average,0.9999999403953552,1.0,0.49466762840747835
gemini,en,food,disgust,feeling_phrase,neutral_centroid,19,feeling disgusted,ordinary; plain; plain; neutral,0.9608243703842163,1.0,0.49632146060466764
gemini,en,food,disgust,feeling_phrase,neutral_centroid,20,feeling disgusted,neutral; plain; plain; plain,0.9097664952278137,1.0,0.4980912089347839
gemini,en,food,disgust,feeling_phrase,neutral_centroid,21,feeling disgusted,ordinary; average; average; neutral,0.9590726494789124,0.8181818181818182,0.4992043137550354
gemini,en,food,disgust,feeling_phrase,neutral_centroid,22,feeling disgusted,ordinary; neutral; ordinary; plain,0.9641077518463135,0.8181818181818182,0.4990631461143494
gemini,en,food,disgust,feeling_phrase,neutral_centroid,23,feeling disgusted,average; plain; average; ordinary,0.9577047824859619,0.8181818181818182,0.4942755937576294
gemini,en,food,disgust,feeling_phrase,neutral_centroid,24,feeling disgusted,plain; ordinary; ordinary; neutral,0.9641076326370239,0.8181818181818182,0.4990631461143494
gemini,en,food,disgust,feeling_phrase,neutral_centroid,25,feeling disgusted,neutral; ordinary; plain; average,0.9999999403953552,1.0,0.49466763734817504
gemini,en,food,disgust,feeling_phrase,neutral_centroid,26,feeling disgusted,average; plain; neutral; average,0.962908923625946,0.8181818181818182,0.49613986611366273
gemini,en,food,disgust,feeling_phrase,neutral_centroid,27,feeling disgusted,average; neutral; ordinary; ordinary,0.9694427251815796,0.8181818181818182,0.49981888830661775
gemini,en,food,disgust,feeling_phrase,neutral_centroid,28,feeling disgusted,average; average; plain; average,0.8938155770301819,0.8181818181818182,0.49929540157318114
gemini,en,food,disgust,feeling_phrase,neutral_centroid,29,feeling disgusted,neutral; ordinary; average; plain,0.9999999403953552,1.0,0.49466764032840727
gemini,en,food,disgust,feeling_phrase,neutral_centroid,30,feeling disgusted,plain; ordinary; average; neutral,0.9999999403953552,1.0,0.4946676313877106
