model,model_id,pooling_strategy,language,category,category_text,emotion,condition,condition_emotion,emotion_strategy,emotion_terms,condition_emotion_terms,neutral_strategy,neutral_terms,candidate,candidate_category,rank,cosine_similarity,projection_on_emotion_direction,same_category,candidate_identical_to_category,candidate_contains_emotion,average_similarity_top_k,average_projection_top_k,category_retention_at_k,direction_norm,query_norm
gemini,models/gemini-embedding-001,,en,food,food,sadness,emotion,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.5731105804443359,0.07221204042434692,True,False,False,0.517186039686203,0.03816552256466821,1.0,0.7430517077445984,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.6862311959266663,0.02575366385281086,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,3,0.6737833023071289,-0.05006824806332588,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,bread,food,4,0.6737358570098877,-0.035649463534355164,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.671183168888092,-0.0009536369470879436,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.6675746440887451,-0.010764801874756813,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,7,0.6673545241355896,0.08959408849477768,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,cheese,food,8,0.6648504137992859,-0.00943087600171566,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,9,0.6576826572418213,-0.03973541036248207,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,identity,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,10,0.6553701758384705,-0.015276677906513214,True,False,False,0.6713498294353485,0.0025680678081698716,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.4939103126525879,0.07221204042434692,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,salad,food,2,0.4884904623031616,-0.0009536369470879436,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,3,0.48691365122795105,-0.03973541036248207,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,4,0.4861568808555603,-0.05006824806332588,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,street snack,food,5,0.4852396249771118,-0.010764801874756813,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,6,0.485234797000885,0.02575366385281086,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,bread,food,7,0.4828127920627594,-0.035649463534355164,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.48038753867149353,-0.015276677906513214,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,cheese,food,9,0.47867077589035034,-0.00943087600171566,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,random,sadness,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling sad; feeling sorrowful; feeling gloomy,neutral_centroid,neutral; ordinary; plain; average,fresh fruit,food,10,0.47072091698646545,-0.0020187795162200928,True,False,False,0.48385377526283263,-0.0065932189929299055,1.0,1.0,0.9999999403953552
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,1,0.6139609813690186,0.08959408849477768,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,spoiled milk,food,2,0.5255994200706482,0.05907148867845535,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,3,0.5218954682350159,0.02575366385281086,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,4,0.5159443616867065,0.07221204042434692,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,dirty plate,food,5,0.5045837759971619,0.012202605605125427,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,greasy leftovers,food,6,0.5001830458641052,0.03876763582229614,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,7,0.49803465604782104,0.11184744536876678,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.4971018433570862,-0.015276677906513214,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,bitter medicine,food,9,0.49319082498550415,0.085772305727005,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,sadness,shuffled_emotion,disgust,centroid_phrases,feeling sad; feeling sorrowful; feeling gloomy,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,salad,food,10,0.4894736409187317,-0.0009536369470879436,True,False,False,0.51599680185318,0.0478990959119983,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,1,0.6139609813690186,0.19709473848342896,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,spoiled milk,food,2,0.5255994200706482,0.1351565420627594,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,3,0.5218954682350159,0.03198544308543205,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,4,0.5159443616867065,0.010796972550451756,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,dirty plate,food,5,0.5045837759971619,0.09815366566181183,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,greasy leftovers,food,6,0.5001830458641052,0.09493843466043472,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,burnt dinner,food,7,0.49803465604782104,0.08042722940444946,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,8,0.4971018433570862,0.033166512846946716,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,bitter medicine,food,9,0.49319082498550415,0.128823384642601,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,emotion,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,salad,food,10,0.4894736409187317,0.001391685102134943,True,False,False,0.51599680185318,0.08119346085004508,1.0,0.7874685525894165,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.6957323551177979,0.010796972550451756,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.6862311959266663,0.03198544308543205,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,3,0.6737833023071289,-0.041921328753232956,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,bread,food,4,0.6737358570098877,-0.05827917158603668,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,salad,food,5,0.671183168888092,0.001391685102134943,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.6675746440887451,-0.015297203324735165,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,7,0.6673545241355896,0.19709473848342896,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,cheese,food,8,0.6648504137992859,0.003095043823122978,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,9,0.6576826572418213,-0.0686570256948471,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,identity,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,10,0.6553701758384705,0.033166512846946716,True,False,False,0.6713498294353485,0.009337566653266549,1.0,0.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,1,0.48837071657180786,0.03198544308543205,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,salad,food,2,0.48098793625831604,0.001391685102134943,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,raw meat,food,3,0.4756268262863159,0.033166512846946716,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,restaurant meal,food,4,0.4742525815963745,-0.041921328753232956,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,5,0.4722973704338074,0.010796972550451756,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,street snack,food,6,0.46722668409347534,-0.015297203324735165,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,bread,food,7,0.4670560657978058,-0.05827917158603668,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,rotten food,food,8,0.4665377140045166,0.19709473848342896,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,warm bread,food,9,0.46398377418518066,-0.0686570256948471,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,random,disgust,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling disgusted; feeling revolted; feeling repulsed,neutral_centroid,neutral; ordinary; plain; average,cheese,food,10,0.46039462089538574,0.003095043823122978,True,False,False,0.4716734290122986,0.009337566653266549,1.0,1.0,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,shuffled_emotion,joy,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling joyful; feeling happy; feeling delighted,neutral_centroid,neutral; ordinary; plain; average,comfort food,food,1,0.5300290584564209,0.010796972550451756,True,False,False,0.49540049731731417,0.011692536273039877,1.0,0.7807885408401489,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,shuffled_emotion,joy,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling joyful; feeling happy; feeling delighted,neutral_centroid,neutral; ordinary; plain; average,hospital food,food,2,0.5026836395263672,0.03198544308543205,True,False,False,0.49540049731731417,0.011692536273039877,1.0,0.7807885408401489,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,shuffled_emotion,joy,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling joyful; feeling happy; feeling delighted,neutral_centroid,neutral; ordinary; plain; average,fresh fruit,food,3,0.4978048503398895,0.002587901195511222,True,False,False,0.49540049731731417,0.011692536273039877,1.0,0.7807885408401489,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,shuffled_emotion,joy,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling joyful; feeling happy; feeling delighted,neutral_centroid,neutral; ordinary; plain; average,street snack,food,4,0.4920387268066406,-0.015297203324735165,True,False,False,0.49540049731731417,0.011692536273039877,1.0,0.7807885408401489,1.0
gemini,models/gemini-embedding-001,,en,food,food,disgust,shuffled_emotion,joy,centroid_phrases,feeling disgusted; feeling revolted; feeling repulsed,feeling joyful; feeling happy; feeling delighted,neutral_centroid,neutral; ordinary; plain; average,cheese,food,5,0.49117666482925415,0.003095043823122978,True,False,False,0.49540049731731417,0.011692536273039877,1.0,0.7807885408401489,1.0
