language,category,emotion,condition,emotion_strategy,neutral_strategy,model_a,model_b,top_k,overlap_count,jaccard_top_k,overlap_coefficient_top_k,rank_correlation_union,mean_abs_rank_delta_shared,shared_candidates
en,object,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.14909090909090905,3.0,dirty towel; phone; ring; table; toy
en,object,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.32363636363636356,3.6,gift; mirror; ring; table; toy
en,object,anger,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,-0.12272727272727271,2.2857142857142856,flower; key; phone; photograph; ring; table; toy
en,object,anger,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.20676532769556022,3.3333333333333335,key; mirror; photograph; ring; table; toy
en,object,anger,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,-0.004545454545454556,2.142857142857143,book; chair; key; photograph; ring; table; toy
en,object,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.10239234449760765,1.75,mirror; phone; photograph; table
en,object,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.41371610845295054,2.75,dirty towel; phone; photograph; table
en,object,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.23272727272727267,3.0,blanket; gift; mirror; photograph; table
en,object,anger,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,-0.05050505050505051,1.7142857142857142,chair; lamp; phone; photograph; ring; table; toy
en,object,anger,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.38363636363636366,2.6,mirror; photograph; ring; table; toy
en,object,anger,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.15940803382663848,3.3333333333333335,book; key; photograph; ring; table; toy
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,-0.5719298245614035,2.25,dirty towel; old shoe; photograph; warning sign
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.4198863636363636,4.0,dirty towel; love letter; photograph
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,2,0.1111111111111111,0.2,-0.6317541613316261,3.5,old shoe; photograph
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.11259968102073363,2.75,dirty towel; flower; photograph; toy
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.11090909090909094,3.6,broken glass; old shoe; photograph; torn photograph; toy
en,object,anger,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.45454545454545453,3.0,chair; mirror; photograph; toy
en,object,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.11818181818181814,2.4,dirty towel; funny mask; old shoe; photograph; warning sign
en,object,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.2846590909090908,1.6666666666666667,dirty towel; love letter; photograph
en,object,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,2,0.1111111111111111,0.2,-0.21690140845070413,1.5,dirty towel; old shoe
en,object,disgust,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,0.014992025518341305,1.75,dirty towel; mirror; photograph; toy
en,object,disgust,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.03636363636363637,3.4,dirty towel; mirror; old shoe; ring; toy
en,object,disgust,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.03094098883572568,1.25,broken glass; dirty towel; mirror; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,7,0.5384615384615384,0.7,0.04141414141414141,2.7142857142857144,blanket; lamp; mirror; phone; ring; table; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.14909090909090905,3.0,dirty towel; phone; ring; table; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.32363636363636356,3.6,gift; mirror; ring; table; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,-0.12272727272727271,2.2857142857142856,flower; key; phone; photograph; ring; table; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.20676532769556022,3.3333333333333335,key; mirror; photograph; ring; table; toy
en,object,disgust,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,-0.004545454545454556,2.142857142857143,book; chair; key; photograph; ring; table; toy
en,object,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,3,0.17647058823529413,0.3,-0.22670454545454538,3.3333333333333335,key; lamp; table
