language,category,emotion,condition,emotion_strategy,neutral_strategy,model_a,model_b,top_k,overlap_count,jaccard_top_k,overlap_coefficient_top_k,rank_correlation_union,mean_abs_rank_delta_shared,shared_candidates
en,food,joy,emotion,single_word,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,3,0.17647058823529413,0.3,0.05823863636363637,2.6666666666666665,comfort food; hospital food; restaurant meal
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,joy,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,joy,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,identity,single_word,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,joy,identity,single_word,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,joy,identity,single_word,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,identity,single_word,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,joy,identity,single_word,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,joy,identity,single_word,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.25999999999999995,4.6,comfort food; hospital food; mold; restaurant meal; rotten food
en,food,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.01818181818181819,4.0,comfort food; hospital food; restaurant meal; rotten food; sweet dessert
en,food,joy,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.20363636363636362,2.4,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,joy,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,-0.012262156448202945,4.166666666666667,bread; comfort food; hospital food; restaurant meal; rotten food; salad
en,food,joy,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.06767676767676767,3.4285714285714284,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,joy,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.5745454545454544,1.4,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,random,single_word,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.25999999999999995,4.6,comfort food; hospital food; mold; restaurant meal; rotten food
en,food,joy,random,single_word,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.01818181818181819,4.0,comfort food; hospital food; restaurant meal; rotten food; sweet dessert
en,food,joy,random,single_word,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.20363636363636362,2.4,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,joy,random,single_word,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,-0.012262156448202945,4.166666666666667,bread; comfort food; hospital food; restaurant meal; rotten food; salad
en,food,joy,random,single_word,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.06767676767676767,3.4285714285714284,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,joy,random,single_word,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.5745454545454544,1.4,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.2690909090909091,1.4,comfort food; fresh fruit; hospital food; raw meat; rotten food
en,food,joy,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.12181818181818181,3.0,comfort food; greasy leftovers; raw meat; restaurant meal; rotten food
