language,category,emotion,condition,emotion_strategy,neutral_strategy,model_a,model_b,top_k,overlap_count,jaccard_top_k,overlap_coefficient_top_k,rank_correlation_union,mean_abs_rank_delta_shared,shared_candidates
en,food,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,anger,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,anger,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,anger,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,anger,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.21268498942917544,2.3333333333333335,comfort food; fresh fruit; hospital food; raw meat; rotten food; street snack
en,food,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.28545454545454535,2.4,comfort food; hospital food; raw meat; rotten food; sour yogurt
en,food,anger,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.050909090909090925,2.8,comfort food; fresh fruit; hospital food; rotten food; street snack
en,food,anger,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,0.17124735729386892,2.3333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,anger,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,0.7968652037617553,1.75,bread; cheese; comfort food; fresh fruit; hospital food; restaurant meal; rotten food; street snack
en,food,anger,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.0003189792663476874,3.0,comfort food; hospital food; restaurant meal; rotten food
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,3,0.17647058823529413,0.3,0.31903409090909085,0.6666666666666666,comfort food; hospital food; rotten food
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.0672727272727273,4.4,comfort food; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.36067653276955586,2.0,comfort food; fresh fruit; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.06156299840510367,2.75,comfort food; hospital food; raw meat; rotten food
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.5264270613107822,0.6666666666666666,bread; cheese; comfort food; hospital food; rotten food; street snack
en,food,anger,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.20909090909090897,3.6,comfort food; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.290909090909091,1.0,bitter medicine; comfort food; greasy leftovers; hospital food; rotten food
en,food,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,0.21403508771929824,2.5,comfort food; greasy leftovers; restaurant meal; rotten food
en,food,disgust,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.43272727272727274,2.4,comfort food; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,disgust,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.14363636363636365,3.6,comfort food; greasy leftovers; raw meat; rotten food; spoiled milk
en,food,disgust,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,0.6463949843260189,1.75,burnt dinner; comfort food; dirty plate; greasy leftovers; hospital food; raw meat; rotten food; spoiled milk
en,food,disgust,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.4257928118393235,2.1666666666666665,comfort food; greasy leftovers; raw meat; restaurant meal; rotten food; spoiled milk
en,food,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,disgust,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,disgust,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,disgust,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,disgust,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,-0.02545454545454546,3.8,comfort food; hospital food; raw meat; restaurant meal; rotten food
en,food,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,-0.6420454545454545,3.0,home-cooked soup; restaurant meal; rotten food
en,food,disgust,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.19272727272727266,2.4,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,disgust,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3745454545454545,1.2,bread; restaurant meal; rotten food; salad; warm bread
en,food,disgust,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.26004228329809725,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,disgust,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,-0.41881977671451354,4.25,bread; greasy leftovers; restaurant meal; rotten food
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.22424242424242424,2.75,comfort food; fresh fruit; hospital food; rotten food
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.0781818181818182,2.0,comfort food; greasy leftovers; hospital food; restaurant meal; sour yogurt
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.4545454545454545,1.8,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.005422647527910685,3.25,comfort food; hospital food; sweet dessert; warm bread
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.5086680761099365,1.5,comfort food; fresh fruit; hospital food; rotten food; street snack; sweet dessert
en,food,disgust,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.10545454545454541,2.6,bread; comfort food; hospital food; restaurant meal; sweet dessert
en,food,excitement,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.20382775119617225,2.25,comfort food; fresh fruit; hospital food; rotten food
en,food,excitement,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.06666666666666667,3.0,comfort food; greasy leftovers; hospital food; restaurant meal
en,food,excitement,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.49818181818181817,1.6,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,excitement,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3309090909090909,3.4,bread; comfort food; hospital food; raw meat; warm bread
en,food,excitement,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.36067653276955597,1.0,bread; comfort food; fresh fruit; hospital food; rotten food; street snack
en,food,excitement,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.14363636363636365,2.2,bread; comfort food; hospital food; restaurant meal; spicy curry
en,food,excitement,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,excitement,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,excitement,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,excitement,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,excitement,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,excitement,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,excitement,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.4317124735729386,2.6666666666666665,comfort food; hospital food; restaurant meal; rotten food; salad; street snack
en,food,excitement,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,3,0.17647058823529413,0.3,0.024431818181818193,2.3333333333333335,comfort food; hospital food; restaurant meal
en,food,excitement,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.37251585623678646,2.0,comfort food; fresh fruit; hospital food; restaurant meal; rotten food; street snack
en,food,excitement,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,0.14756871035940805,1.1666666666666667,bread; cheese; comfort food; hospital food; restaurant meal; warm bread
en,food,excitement,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.5601010101010101,0.7142857142857143,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,excitement,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.27999999999999997,1.8,bread; cheese; comfort food; hospital food; restaurant meal
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.30079744816586923,1.25,comfort food; fresh fruit; hospital food; rotten food
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.07177033492822965,3.75,comfort food; greasy leftovers; hospital food; restaurant meal
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.5086680761099365,1.6666666666666667,comfort food; fresh fruit; home-cooked soup; hospital food; restaurant meal; rotten food
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.058181818181818175,3.0,comfort food; hospital food; raw meat; sweet dessert; warm bread
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.3369978858350951,1.1666666666666667,cheese; comfort food; fresh fruit; hospital food; rotten food; street snack
en,food,excitement,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,4,0.25,0.4,0.06092503987240828,2.5,bread; comfort food; hospital food; restaurant meal
en,food,fear,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,3,0.17647058823529413,0.3,0.31903409090909085,0.6666666666666666,comfort food; hospital food; rotten food
en,food,fear,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.0672727272727273,4.4,comfort food; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,fear,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.36067653276955586,2.0,comfort food; fresh fruit; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,fear,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.06156299840510367,2.75,comfort food; hospital food; raw meat; rotten food
en,food,fear,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.5264270613107822,0.6666666666666666,bread; cheese; comfort food; hospital food; rotten food; street snack
en,food,fear,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.20909090909090897,3.6,comfort food; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,fear,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,fear,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,fear,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,fear,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
en,food,fear,identity,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,7,0.5384615384615384,0.7,0.7308080808080808,1.1428571428571428,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; street snack
en,food,fear,identity,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.2854545454545454,2.6,bread; comfort food; hospital food; restaurant meal; rotten food
en,food,fear,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,5,0.3333333333333333,0.5,0.32363636363636356,1.2,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,fear,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.07272727272727274,4.2,comfort food; home-cooked soup; restaurant meal; rotten food; salad
en,food,fear,random,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.24228329809725158,1.3333333333333333,cake; comfort food; hospital food; restaurant meal; rotten food; salad
en,food,fear,random,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,6,0.42857142857142855,0.6,-0.16025369978858348,4.0,bread; comfort food; restaurant meal; rotten food; salad; warm bread
en,food,fear,random,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,8,0.6666666666666666,0.8,0.6163009404388714,1.0,bread; cheese; comfort food; hospital food; restaurant meal; rotten food; salad; street snack
en,food,fear,random,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,-0.08545454545454542,4.0,bread; comfort food; restaurant meal; rotten food; salad
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.33652312599681017,1.0,comfort food; fresh fruit; hospital food; rotten food
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,4,0.25,0.4,-0.025837320574162676,3.5,comfort food; greasy leftovers; hospital food; restaurant meal
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.4317124735729386,1.5,comfort food; fresh fruit; greasy leftovers; hospital food; restaurant meal; rotten food
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3309090909090907,3.0,bread; comfort food; hospital food; salad; sweet dessert
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.419873150105708,1.3333333333333333,bread; comfort food; fresh fruit; hospital food; rotten food; street snack
en,food,fear,shuffled_emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.0945454545454545,2.8,bread; comfort food; greasy leftovers; hospital food; restaurant meal
en,food,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,4,0.25,0.4,0.22424242424242424,2.75,comfort food; fresh fruit; hospital food; rotten food
en,food,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,0.0781818181818182,2.0,comfort food; greasy leftovers; hospital food; restaurant meal; sour yogurt
en,food,joy,emotion,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.4545454545454545,1.8,comfort food; fresh fruit; hospital food; restaurant meal; rotten food
en,food,joy,emotion,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,4,0.25,0.4,-0.005422647527910685,3.25,comfort food; hospital food; sweet dessert; warm bread
en,food,joy,emotion,centroid_phrases,neutral_centroid,gemini,qwen3_embedding_8b,10,6,0.42857142857142855,0.6,0.5086680761099365,1.5,comfort food; fresh fruit; hospital food; rotten food; street snack; sweet dessert
en,food,joy,emotion,centroid_phrases,neutral_centroid,mmlw_roberta_large,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.10545454545454541,2.6,bread; comfort food; hospital food; restaurant meal; sweet dessert
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,gemini,10,6,0.42857142857142855,0.6,0.15940803382663846,2.8333333333333335,comfort food; hospital food; raw meat; restaurant meal; rotten food; salad
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,mmlw_roberta_large,10,5,0.3333333333333333,0.5,-0.3090909090909091,4.8,comfort food; hospital food; restaurant meal; rotten food; salad
en,food,joy,identity,centroid_phrases,neutral_centroid,bielik_1_5b_v3,qwen3_embedding_8b,10,5,0.3333333333333333,0.5,0.15999999999999998,2.4,cake; comfort food; hospital food; restaurant meal; rotten food
en,food,joy,identity,centroid_phrases,neutral_centroid,gemini,mmlw_roberta_large,10,7,0.5384615384615384,0.7,0.23181818181818184,3.0,bread; comfort food; hospital food; restaurant meal; rotten food; salad; warm bread
